,PLAN_NO,PLAN_TYPE,YR
995,14106,Subdivision,1953
996,14106,Subdivision,1953
997,14109,Explanatory,1954
998,14114,Explanatory,1953
999,14115,Explanatory,1954
1000,14117,Subdivision,1953
1001,14119,Subdivision,1953
1002,14119,Reference Plan,1954
1003,14129,Subdivision,1953
1004,14133,Explanatory,1954
1005,14134,Subdivision,1954
1006,14139,Explanatory,1954
1007,14147,Subdivision,1954
1008,14148,Explanatory,1954
1009,14150,Subdivision,1954
1010,14151,Subdivision,1954
1011,14161,Subdivision,1954
1012,14171,Subdivision,1954
1013,14172,Subdivision,1954
1014,14173,Explanatory,1955
1015,14183,Explanatory,1955
1016,14194,Explanatory,1955
1017,14195,Explanatory,1955
1018,14198,Subdivision,1954
1019,14201,Subdivision,1954
1020,14209,Subdivision,1954
1021,14212,Subdivision,1954
1022,14212,Subdivision,1954
1023,14212,Subdivision,1954
1024,14213,Subdivision,1954
1025,14218,Subdivision,1954
1026,14218,Subdivision,1954
1027,14218,Subdivision,1954
1028,14218,Subdivision,1954
1029,14218,Subdivision,1954
1030,14218,Subdivision,1954
1031,14218,Subdivision,1954
1032,14218,Subdivision,1954
1033,14220,Reference Plan,1955
1034,14222,Subdivision,1954
1035,14222,Subdivision,1954
1036,14222,Subdivision,1954
1037,14229,Subdivision,1954
1038,14229,Subdivision,1954
1039,14229,Subdivision,1954
1040,14229,Subdivision,1954
1041,14232,Subdivision,1954
1042,14238,Subdivision,1954
1043,14249,Explanatory,1955
1044,14252,Subdivision,1954
1045,14252,Subdivision,1954
1046,14259,Subdivision,1954
1047,14261,Subdivision,1954
1048,14263,Subdivision,1954
1049,1427,Subdivision,1910
1050,1427,Subdivision,1910
1051,14276,Subdivision,1954
1052,14279,Explanatory,1954
1053,14280,Subdivision,1954
1054,14288,Subdivision,1954
1055,14288,Subdivision,1954
1056,14289,Reference Plan,1954
1057,14290,Subdivision,1954
1058,14292,Reference Plan,1955
1059,14298,Subdivision,1954
1060,14308,Subdivision,1954
1061,14310F,Title,1908
1062,14310F,Title,1908
1063,14310F,Title,1908
1064,14310F,Title,1985
1065,14310F,Title,1985
1066,14310F,Title,1985
1067,14315,Subdivision,1954
1068,14315,Subdivision,1954
1069,14318,Subdivision,1954
1070,14320,Subdivision,1954
1071,14320,Subdivision,1954
1072,14325,Explanatory,1954
1073,14333,Reference Plan,1955
1074,14338,Subdivision,1954
1075,14340,Subdivision,1954
1076,14343,Explanatory,1955
1077,14344,Subdivision,1954
1078,14345,Explanatory,1955
1079,1435,Subdivision,1900
1080,1435,Subdivision,1910
1081,1435,Subdivision,1910
1082,1435,Subdivision,1910
1083,1435,Subdivision,1910
1084,1435,Subdivision,1962
1085,14361,Explanatory,1955
1086,14362,Subdivision,1954
1087,14362,Subdivision,1954
1088,14367,Explanatory,1955
1089,14371,Subdivision,1954
1090,14373,Subdivision,1954
1091,14374,Subdivision,1954
1092,14375,Subdivision,1954
1093,14391,Explanatory,1955
1094,14397,Reference Plan,1955
1095,14409,Explanatory,1954
1096,14410,Subdivision,1954
1097,14414,Subdivision,1954
1098,14416,Explanatory,1955
1099,1442,Subdivision,1910
1100,14435,Explanatory,1955
1101,14439,Subdivision,1954
1102,14451,Subdivision,1954
1103,14454,Explanatory,1955
1104,14476,Explanatory,1955
1105,14488,Explanatory,1955
1106,14499,Explanatory,1955
1107,14500,Subdivision,1954
1108,14500,Subdivision,1954
1109,14501,Subdivision,1954
1110,14501,Subdivision,1954
1111,14501,Subdivision,1954
1112,14501,Subdivision,1954
1113,14511,Subdivision,1954
1114,14515,Subdivision,1954
1115,14515,Explanatory,1955
1116,14516,Subdivision,1954
1117,14519,Explanatory,1955
1118,14522,Explanatory,1955
1119,14530,Subdivision,1954
1120,14531,Subdivision,1954
1121,14534,Subdivision,1954
1122,14538,Explanatory,1955
1123,14539,Explanatory,1955
1124,14541,Explanatory,1955
1125,14546,Explanatory,1955
1126,1455,Sketch,1910
1127,14552,Explanatory,1955
1128,14557,Explanatory,1955
1129,14559,Title,1954
1130,14560,Explanatory,1955
1131,14563,Subdivision,1954
1132,1457,Subdivision,1910
1133,1457,Subdivision,1910
1134,1457,Subdivision,1910
1135,14574,Explanatory,1955
1136,14589,Subdivision,1954
1137,14589,Explanatory,1955
1138,14595,Subdivision,1954
1139,14598,Subdivision,1954
1140,1460,Subdivision,1910
1141,1460,Subdivision,1910
1142,14601,Subdivision,1954
1143,14603,Reference Plan,1955
1144,14604,Explanatory,1955
1145,14609,Explanatory,1954
1146,1461,Subdivision,1910
1147,1461,Subdivision,1910
1148,14611,Subdivision,1954
1149,14611,Subdivision,1954
1150,14612,Subdivision,1954
1151,14618,Explanatory,1955
1152,14619,Subdivision,1946
1153,14620,Subdivision,1954
1154,14621,Explanatory,1955
1155,14622,Explanatory,1954
1156,14627,Subdivision,1954
1157,14627,Subdivision,1954
1158,14627,Subdivision,1954
1159,14634,Subdivision,1954
1160,14634,Subdivision,1954
1161,14634,Subdivision,1954
1162,14640,Explanatory,1954
1163,14644,Reference Plan,1954
1164,14645,Subdivision,1954
1165,14646,Subdivision,1954
1166,14646,Explanatory,1955
1167,14648,Explanatory,1954
1168,14650,Subdivision,1954
1169,14660,Explanatory,1955
1170,14662,Subdivision,1954
1171,14662,Explanatory,2006
1172,14663,Subdivision,1954
1173,1467,Subdivision,1910
1174,1467,Subdivision,1910
1175,1467,Subdivision,1910
1176,14675,Subdivision,1954
1177,14675,Subdivision,1954
1178,14675,Subdivision,1954
1179,14675,Subdivision,1954
1180,14682,Subdivision,1954
1181,14689,Explanatory,1942
1182,14691,Subdivision,1954
1183,14696,Subdivision,1954
1184,14698A,Reference Plan,1905
1185,14699,Subdivision,1954
1186,14700,Subdivision,1954
1187,14704,Subdivision,1954
1188,14705,Explanatory,1956
1189,14710,Subdivision,1954
1190,14710,Subdivision,1954
1191,14714,Explanatory,1956
1192,14716,Subdivision,1954
1193,14716,Subdivision,1954
1194,14716,Explanatory,1956
1195,1472,Sketch,1911
1196,14725,Subdivision,1954
1197,14725,Subdivision,1954
1198,14725,Subdivision,1954
1199,14725,Subdivision,1954
1200,14725,Subdivision,1954
1201,14725,Subdivision,1954
1202,14735,Subdivision,1954
1203,14735,Explanatory,1956
1204,14737,Subdivision,1954
1205,14740,Reference Plan,1956
1206,14741,Subdivision,1954
1207,14741,Subdivision,1954
1208,14741,Subdivision,1954
1209,14741,Subdivision,1954
1210,14742,Subdivision,1954
1211,14744,Subdivision,1954
1212,14751,Subdivision,1954
1213,14754,Subdivision,1954
1214,14754,Subdivision,1954
1215,14760,Subdivision,1954
1216,14761,Subdivision,1954
1217,14761,Subdivision,1954
1218,14763,Explanatory,1956
1219,14768,Subdivision,1954
1220,14769,Subdivision,1954
1221,14770,Subdivision,1954
1222,14774,Subdivision,1954
1223,14779,Subdivision,1954
1224,14779,Subdivision,1954
1225,14783,Subdivision,1954
1226,14783,Subdivision,1954
1227,14783,Subdivision,1954
1228,14793,Explanatory,1956
1229,14794,Explanatory,1956
1230,14797,Explanatory,1954
1231,14802,Explanatory,1956
1232,14803,Subdivision,1954
1233,14803,Explanatory,1956
1234,14814,Explanatory,1956
1235,14819,Explanatory,1956
1236,14821,Subdivision,1954
1237,14827,Subdivision,1954
1238,14829,Reference Plan,1956
1239,14844,Subdivision,1954
1240,14849,Subdivision,1954
1241,1485,Subdivision,1910
1242,14861,Explanatory,1956
1243,14868,Reference Plan,1956
1244,14877,Explanatory,1956
1245,14882,Subdivision,1954
1246,14887,Subdivision,1954
1247,14887,Subdivision,1954
1248,14887,Subdivision,1954
1249,14887,Subdivision,1954
1250,14888,Subdivision,1954
1251,14891,Explanatory,1956
1252,14892,Subdivision,1954
1253,14892,Subdivision,1954
1254,14893,Subdivision,1954
1255,14901,Reference Plan,1956
1256,14909,Reference Plan,1956
1257,14916,Explanatory,1956
1258,14917,Reference Plan,1956
1259,14922,Explanatory,1956
1260,14925,Explanatory,1956
1261,14930,Subdivision,1954
1262,14931,Subdivision,1954
1263,14935,Explanatory,1956
1264,14937,Explanatory,1956
1265,14938,Explanatory,1956
1266,14940,Subdivision,1954
1267,14941,Explanatory,1956
1268,14951,Subdivision,1954
1269,14954,Subdivision,1954
1270,14954,Subdivision,1954
1271,14957,Subdivision,1954
1272,14960,Explanatory,1956
1273,14972,Subdivision,1954
1274,14972,Subdivision,1954
1275,14981,Explanatory,1956
1276,14983,Subdivision,1954
1277,14988,Subdivision,1954
1278,14991,Subdivision,1954
1279,14993,Subdivision,1954
1280,14995,Explanatory,1955
1281,14996,Explanatory,1955
1282,15002,Subdivision,1954
1283,15002,Subdivision,1954
1284,15002,Subdivision,1954
1285,15002,Subdivision,1954
1286,15002,Subdivision,1954
1287,15002,Subdivision,1954
1288,15002,Subdivision,1954
1289,15013,Subdivision,1954
1290,15028,Explanatory,1956
1291,15030,Explanatory,1954
1292,15031,Reference Plan,1956
1293,15035,Explanatory,1956
1294,15036,Subdivision,1954
1295,15042,Explanatory,1954
1296,15044,Explanatory,1956
1297,15046,Reference Plan,1956
1298,15047,Explanatory,1956
1299,15048,Subdivision,1954
1300,15053,Subdivision,1954
1301,15061,Subdivision,1954
1302,15062,Subdivision,1954
1303,15066,Explanatory,1956
1304,15076,Explanatory,1956
1305,15085,Subdivision,1954
1306,15088,Explanatory,1954
1307,1509,Subdivision,1910
1308,15090,Subdivision,1954
1309,15093,Subdivision,1954
1310,15095,Subdivision,1954
1311,15096,Subdivision,1954
1312,15096,Subdivision,1954
1313,15097,Subdivision,1954
1314,15099,Subdivision,1955
1315,1510,Subdivision,1910
1316,1510,Subdivision,1910
1317,15104,Subdivision,1955
1318,15105,Explanatory,1956
1319,15109,Reference Plan,1956
1320,15113,Explanatory,1956
1321,15114,Explanatory,1956
1322,15117,Subdivision,1955
1323,15135,Subdivision,1955
1324,15140,Subdivision,1955
1325,15146,Subdivision,1955
1326,15151,Reference Plan,1956
1327,15160,Subdivision,1955
1328,15160,Subdivision,1955
1329,15169,Subdivision,1955
1330,15170,Subdivision,1955
1331,15171,Explanatory,1956
1332,15176,Explanatory,1956
1333,15179,Subdivision,1955
1334,15179,Subdivision,1955
1335,15180,Explanatory,1956
1336,15181,Subdivision,1955
1337,15181,Subdivision,1955
1338,15181,Reference Plan,1956
1339,15189,Subdivision,1954
1340,15189,Subdivision,1954
1341,15202,Reference Plan,1956
1342,15209,Reference Plan,1956
1343,15210,Subdivision,1955
1344,15216,Explanatory,1955
1345,15219,Reference Plan,1957
1346,15220,Subdivision,1955
1347,15230,Explanatory,1957
1348,15235,Subdivision,1955
1349,15245,Explanatory,1957
1350,15253,Explanatory,1957
1351,15256,Subdivision,1955
1352,15256,Subdivision,1955
1353,15257,Reference Plan,1957
1354,15262,Explanatory,1957
1355,15276,Explanatory,1957
1356,15277,Subdivision,1955
1357,15280,Subdivision,1955
1358,15295,Subdivision,1955
1359,15302,Subdivision,1955
1360,15305,Subdivision,1955
1361,15309,Subdivision,1955
1362,15311,Subdivision,1955
1363,15313,Subdivision,1955
1364,15319,Subdivision,1957
1365,15323,Subdivision,1955
1366,15323,Subdivision,1955
1367,15323,Subdivision,1955
1368,15324,Explanatory,1957
1369,15332,Subdivision,1955
1370,15332,Subdivision,1955
1371,15332,Explanatory,1957
1372,15333,Subdivision,1955
1373,15333,Subdivision,1955
1374,15333,Subdivision,1955
1375,15335,Explanatory,1957
1376,15340,Subdivision,1955
1377,1535,Subdivision,1910
1378,1535,Subdivision,1910
1379,15350,Subdivision,1955
1380,15357,Reference Plan,1957
1381,15360,Subdivision,1955
1382,15360,Subdivision,1955
1383,153654E,Title,1942
1384,15367,Subdivision,1955
1385,15371,Subdivision,1955
1386,15381,Explanatory,1957
1387,15385,Explanatory,1957
1388,15387,Subdivision,1955
1389,15389,Subdivision,1955
1390,15396,Subdivision,1955
1391,15396,Subdivision,1955
1392,15405,Explanatory,1957
1393,15406,Subdivision,1955
1394,15411,Explanatory,1955
1395,15418,Subdivision,1955
1396,15419,Explanatory,1957
1397,15423,Subdivision,1955
1398,15423,Subdivision,1955
1399,15423,Subdivision,1955
1400,15423,Subdivision,1955
1401,15423,Subdivision,1955
1402,15427,Subdivision,1955
1403,15450,Subdivision,1955
1404,15452,Subdivision,1955
1405,15453,Explanatory,1957
1406,15457,Subdivision,1955
1407,15459,Subdivision,1955
1408,15461,Explanatory,1957
1409,15472,Reference Plan,1955
1410,15475,Explanatory,1957
1411,15485,Reference Plan,1957
1412,15492,Subdivision,1955
1413,15509,Subdivision,1955
1414,15509,Subdivision,1955
1415,15515,Reference Plan,1957
1416,15516,Reference Plan,1957
1417,15523,Subdivision,1955
1418,15530,Subdivision,1955
1419,15539,Subdivision,1955
1420,15539,Subdivision,1955
1421,15539,Subdivision,1955
1422,15540,Subdivision,1955
1423,15551,Subdivision,1955
1424,15559,Explanatory,1957
1425,1556,Subdivision,1910
1426,1556,Subdivision,1910
1427,1556,Subdivision,1910
1428,15560,Reference Plan,1957
1429,15565,Subdivision,1955
1430,15571,Subdivision,1955
1431,15576,Subdivision,1955
1432,15577,Explanatory,1957
1433,15588,Subdivision,1955
1434,15588,Subdivision,1955
1435,15592,Subdivision,1955
1436,15595,Explanatory,1957
1437,15598,Subdivision,1955
1438,15599,Subdivision,1955
1439,15614,Subdivision,1955
1440,15617,Subdivision,1955
1441,15617,Subdivision,1955
1442,15617,Subdivision,1955
1443,15617,Subdivision,1955
1444,15617,Subdivision,1955
1445,15618,Explanatory,1955
1446,15623,Explanatory,1957
1447,15624,Subdivision,1955
1448,15624,Subdivision,1955
1449,15624,Subdivision,1955
1450,15624,Subdivision,1955
1451,15626,Subdivision,1955
1452,15626,Subdivision,1955
1453,15627,Explanatory,1955
1454,15629,Subdivision,1955
1455,15637,Explanatory,1957
1456,15638,Subdivision,1955
1457,15644,Explanatory,1957
1458,15648,Subdivision,1955
1459,15648,Subdivision,1955
1460,15650,Subdivision,1955
1461,15655,Explanatory,1957
1462,15667,Explanatory,1957
1463,15668,Explanatory,1957
1464,15670,Subdivision,1955
1465,15676,Subdivision,1955
1466,15677,Explanatory,1955
1467,15682,Explanatory,1957
1468,15686,Subdivision,1955
1469,15687,Explanatory,1957
1470,15694,Subdivision,1955
1471,15695,Subdivision,1955
1472,15695,Subdivision,1955
1473,15698,Explanatory,1957
1474,15702,Explanatory,1957
1475,15716,Subdivision,1955
1476,15716,Subdivision,1955
1477,15721,Subdivision,1955
1478,15724,Subdivision,1955
1479,15725,Subdivision,1955
1480,15725,Subdivision,1955
1481,15729,Subdivision,1955
1482,15729,Subdivision,1955
1483,15732,Subdivision,1955
1484,15732,Subdivision,1955
1485,15734,Subdivision,1955
1486,15743,Explanatory,1957
1487,15746,Subdivision,1955
1488,15746,Subdivision,1955
1489,15749,Subdivision,1955
1490,15752,Subdivision,1955
1491,15752,Subdivision,1955
1492,15760,Subdivision,1955
1493,15760,Subdivision,1955
1494,15760,Subdivision,1955
1495,1577,Subdivision,1910
1496,1577,Subdivision,1910
1497,1577,Subdivision,1910
1498,1577,Subdivision,1910
1499,15781,Explanatory,1958
1500,15791,Subdivision,1955
1501,15793,Subdivision,1955
1502,15793,Subdivision,1955
1503,15801,Subdivision,1955
1504,15801,Subdivision,1955
1505,15812,Explanatory,1958
1506,15817,Subdivision,1955
1507,15821,Reference Plan,1958
1508,15824,Subdivision,1955
1509,15825,Subdivision,1955
1510,15828,Subdivision,1955
1511,15832,Subdivision,1955
1512,15835,Subdivision,1955
1513,15835,Subdivision,1955
1514,15835,Subdivision,1955
1515,15837,Explanatory,1958
1516,15841,Subdivision,1955
1517,15841,Subdivision,1955
1518,15842,Subdivision,1955
1519,15842,Explanatory,1958
1520,15847,Explanatory,1955
1521,15852,Subdivision,1955
1522,15852,Reference Plan,1958
1523,15853,Subdivision,1955
1524,15853,Subdivision,1955
1525,15853,Subdivision,1955
1526,15856,Explanatory,1958
1527,15857,Subdivision,1955
1528,15857,Subdivision,1955
1529,15865,Subdivision,1955
1530,15865,Subdivision,1955
1531,15866,Subdivision,1955
1532,1587,Subdivision,1910
1533,15871,Subdivision,1955
1534,15874,Explanatory,1955
1535,15884,Subdivision,1955
1536,15890,Subdivision,1955
1537,15892,Explanatory,1958
1538,15893,Subdivision,1955
1539,15894,Reference Plan,1958
1540,15899,Subdivision,1955
1541,15899,Subdivision,1955
1542,15899,Subdivision,1955
1543,15903,Subdivision,1955
1544,15903,Subdivision,1955
1545,15903,Subdivision,1955
1546,15914,Subdivision,1955
1547,15915,Subdivision,1955
1548,15915,Subdivision,1955
1549,15915,Subdivision,1955
1550,15928,Subdivision,1955
1551,15933,Subdivision,1955
1552,15934,Subdivision,1955
1553,15940,Subdivision,1955
1554,15958,Explanatory,1958
1555,15969,Subdivision,1955
1556,15969,Subdivision,1955
1557,15972,Subdivision,1955
1558,15973,Subdivision,1955
1559,15978,Subdivision,1955
1560,15979,Subdivision,1955
1561,15979,Subdivision,1955
1562,15996,Subdivision,1955
1563,15996,Subdivision,1955
1564,15999,Subdivision,1955
1565,16002,Explanatory,1958
1566,16004,Subdivision,1955
1567,16017,Subdivision,1955
1568,16017,Subdivision,1955
1569,16023,Subdivision,1955
1570,16040,Explanatory,1955
1571,16043,Subdivision,1955
1572,16043,Subdivision,1955
1573,16043,Subdivision,1955
1574,16043,Subdivision,1955
1575,16043,Subdivision,1955
1576,16043,Subdivision,1955
1577,16043,Subdivision,1955
1578,16043,Subdivision,1955
1579,1605,Subdivision,1910
1580,16055,Subdivision,1955
1581,16061,Subdivision,1955
1582,16065,Subdivision,1955
1583,16065,Subdivision,1955
1584,16065,Subdivision,1955
1585,16066,Reference Plan,1958
1586,16071,Subdivision,1955
1587,16073,Reference Plan,1958
1588,16077,Subdivision,1955
1589,16077,Subdivision,1955
1590,16078,Explanatory,1958
1591,16079,Subdivision,1955
1592,16079,Explanatory,1958
1593,16085,Subdivision,1956
1594,16113,Subdivision,1955
1595,16116,Subdivision,1955
1596,16117,Subdivision,1955
1597,16117,Explanatory,1958
1598,16118,Subdivision,1955
1599,16121,Explanatory,1958
1600,16123,Subdivision,1955
1601,16125,Subdivision,1955
1602,16127,Subdivision,1954
1603,16129,Subdivision,1955
1604,16134,Explanatory,1958
1605,16139,Subdivision,1955
1606,16151,Subdivision,1954
1607,16163,Subdivision,1955
1608,16165,Explanatory,1958
1609,16170,Subdivision,1956
1610,16176,Explanatory,1958
1611,16182,Subdivision,1956
1612,16185,Subdivision,1956
1613,16186,Reference Plan,1958
1614,16193,Subdivision,1956
1615,16193,Subdivision,1956
1616,16203,Subdivision,1956
1617,162101E,Title,1964
1618,16217,Explanatory,1958
1619,1622,Subdivision,1910
1620,16228,Subdivision,1956
1621,16235,Subdivision,1956
1622,16236,Subdivision,1956
1623,16250,Subdivision,1956
1624,16252,Explanatory,1958
1625,16253,Subdivision,1956
1626,16272,Explanatory,1958
1627,16281,Explanatory,1958
1628,16284,Subdivision,1956
1629,16293,Subdivision,1958
1630,16302,Explanatory,1956
1631,16303,Explanatory,1958
1632,16306,Subdivision,1956
1633,16308,Subdivision,1956
1634,16311,Subdivision,1956
1635,16315,Explanatory,1958
1636,16322,Subdivision,1956
1637,16323,Reference Plan,1958
1638,16330,Subdivision,1956
1639,16338,Subdivision,1956
1640,16338,Subdivision,1956
1641,16339,Reference Plan,1958
1642,16355,Subdivision,1956
1643,16356,Subdivision,1956
