,DESCRIPTION,PLAN_NO,PROJECT_NO,PURPOSE,ROW_NO,ROW_TYPE2,STATUS,WIDTH,YR
3031,PTN LTS 16 & 17 PL BCP27400,BCP27402,7805-0094-00,3rd Party Agreement,E088-0038,Municipal Right of Way,Registered,3.0,2006
3032,PTN LT 7 PL BCP31978,BCP31980,7806-0234-00,3rd Party Agreement,E088-0032,Municipal Right of Way,Registered,1.8,2007
3033,PTN LT 8 PL BCP31978,BCP31979,7806-0234-00,3rd Party Agreement,E088-0031,Municipal Right of Way,Registered,1.8,2007
3034,"PTN LT 30, 31 & 33 PL 77914",77915,7887-1340,3rd Party Agreement,E078-0001,Municipal Right of Way,Registered,1.8,1988
3035,PTN LTS 18-21 PL 86566,86567,7888-0574,3rd Party Agreement,E078-0097,Municipal Right of Way,Registered,0,1990
3036,PTN LTS 63 & 64 PL 78386,78387,7887-2880,3rd Party Agreement,E078-0103,Municipal Right of Way,Registered,0,1988
3037,OVER LT 37 PL 82435 (LMP42046),N/A,7888-0391,Restrictive Covenant,E078-0046,Municipal Right of Way,Registered,VAR,1989
3038,OVER LT 1 PL 83584,,7888-0553,Restrictive Covenant,E078-0029,Municipal Right of Way,Registered,0,1989
3039,PTN LTS 4 & 5 PL BCP31544,BCP31545,7806-0295-00,3rd Party Agreement,E078-0114,Municipal Right of Way,Registered,VAR,2007
3040,PTN LTS 2-5 PL LMP9863,LMP9864,7892-0188,3rd Party Agreement,E078-0083,Municipal Right of Way,Registered,1.8,1993
3041,PTN LT 16-21 PL 78179,78180,7887-2190,3rd Party Agreement,E078-0006,Municipal Right of Way,Registered,0,1988
3042,PTN LTS 27 & 31-34 PL 82435,82436,7888-0391,3rd Party Agreement,E078-0021,Municipal Right of Way,Registered,VAR,1989
3043,PTN LTS 3-4 & 7 PL 83584,83585,7888-0553,3rd Party Agreement,E078-0030,Municipal Right of Way,Registered,1.8,1989
3044,OVER LT 15 PL 86901,,7889-0081,Restrictive Covenant,E078-0056,Municipal Right of Way,Registered,0,1990
3045,PTN LTS 12-15 PL LMP18689,LMP18690,7892-0351,3rd Party Agreement,E078-0077,Municipal Right of Way,Registered,1.8,1994
3046,PTN LTS 1 & 34 PL 78179,78180,7887-2190,3rd Party Agreement,E078-0006,Municipal Right of Way,Registered,1.8,1988
3047,PTN LT 64 PL 81527(LTS 20-23 PL 85101),81529,7887-1344,3rd Party Agreement,E078-0027,Municipal Right of Way,Registered,1.8,1989
3048,PTN LTS 20-24 PL 85101,85102,7887-1346,3rd Party Agreement,E078-0035,Municipal Right of Way,Registered,0,1990
3049,PTN LT 25 PL 85101,85102,7887-1346,3rd Party Agreement,E078-0035,Municipal Right of Way,Registered,1.8,1990
3050,PTN LTS 5-8 & 32-35 PL 85101,85102,7887-1346,3rd Party Agreement,E078-0035,Municipal Right of Way,Registered,0,1990
3051,PTN LTS 38-43 SEC 9 TP 8 PL BCP2993,BCP2994,7802-0063-00,3rd Party Agreement,E078-0110,Municipal Right of Way,Registered,3.0,2005
3052,PTN LTS 3-5 PL LMP20123,LMP20124,7893-0044,3rd Party Agreement,E068-0002,Municipal Right of Way,Registered,1.8,1994
3053,PTN LTS 25 & 50 PL 83584,83585,7888-0553,3rd Party Agreement,E078-0030,Municipal Right of Way,Registered,0,1989
3054,PTN LTS 2 & 3 PL LMP19938,LMP19939,7891-0426,3rd Party Agreement,E068-0003,Municipal Right of Way,Registered,0,1994
3055,PTN LTS 8-13 PL LMP53848,LMP53849,7801-0199,3rd Party Agreement,E068-0007,Municipal Right of Way,Registered,3,2003
3056,OVER LTS 51-65 PL 83584,,7888-0553,Restrictive Covenant,E078-0028,Municipal Right of Way,Registered,0,1989
3057,PTN LT 5 PL BCP16096,BCP16098,7803-0438,3rd Party Agreement,E078-0111,Municipal Right of Way,Registered,1.8,2005
3058,PTN LT 9 PL LMP12204,LMP12205,7892-0027,3rd Party Agreement,E078-0078,Municipal Right of Way,Registered,0,1993
3059,"OVER LTS 1,2 & 3 PL 86131",,7889-0545,Restrictive Covenant,E028-0003,Municipal Right of Way,Registered,VAR,1992
3060,"PTN LTS A, B PL LMP46915",LMP46916,7896-0200,Restrictive Covenant,E038-0007,Municipal Right of Way,Registered,5,2000
3061,PTN LT 2 PL LMP26973,LMP26975,7894-0020,3rd Party Agreement,E038-0004,Municipal Right of Way,Registered,3,1996
3062,OVER STRATA LTS 4-6 PL NW1284,,L9346,Restrictive Covenant,E149-0001,Municipal Right of Way,Registered,0,1979
3063,PTN LTS 2 & 3 PL BCP17739,BCP18226,7804-0425,3rd Party Agreement,E128-0005,Municipal Right of Way,Registered,VAR,2005
3064,"PTN LTS A,B & C PL BCP50619",BCP50621,7811-0069-00,3rd Party Agreement,E119-0004,Municipal Right of Way,Registered,VAR,2012
3065,"PTN LTS 6 & B PLS BCP19919, BCP31434",BCP31436,7806-0392-00,3rd Party Agreement,E119-0001,Municipal Right of Way,Registered,10.0,2007
3066,PTN LT A & B PL BCP47661,BCP50840,7811-0293-00,3rd Party Agreement,E118-0017,Municipal Right of Way,Registered,VAR,2012
3067,PTN LMS 492,LMP6023,7887-3390,Restrictive Covenant,E099-0007,Municipal Right of Way,Registered,0,1992
3068,OVER LT 43 PL 56637,,9123,Restrictive Covenant,E089-0001,Municipal Right of Way,Registered,0,1979
3069,PTN LT 35 PL 74738,74739,7886-3401,3rd Party Agreement,E078-0010,Municipal Right of Way,Registered,3,1987
3070,OVER LTS 1-3 PL 79481,,7888-0205,Restrictive Covenant,E089-0004,Municipal Right of Way,Partial Release,0,1988
3071,LT 2 PL 80034,,7886-6850,Restrictive Covenant,E079-0006,Municipal Right of Way,Registered,0,1988
3072,"OVER LTS 29,30 PL56637 (LT 1 PL LMP1272)",,9123,Restrictive Covenant,E089-0003,Municipal Right of Way,Partial Release,0,1979
3073,OVER LT 33 PL 56637,,9123,Restrictive Covenant,E089-0003,Municipal Right of Way,Partial Release,0,1979
3074,Rem LT 16 PL 31048 (LMP13830),,6088-0236,Restrictive Covenant,E089-0005,Municipal Right of Way,Registered,0,1989
3075,PTN LT 12-17 PL 75655,75656,7886-3472,3rd Party Agreement,E078-0011,Municipal Right of Way,Registered,3,1987
3076,PTN LT 19-20 PL 75655,75656,7886-3472,3rd Party Agreement,E078-0011,Municipal Right of Way,Registered,3,1987
3077,OVER LT 4 PL 83250,,7888-0464,Restrictive Covenant,E078-0026,Municipal Right of Way,Registered,0,1989
3078,PTN LT A PL 68294 (LMS492),65407,2054-002,Restrictive Covenant,E099-0002,Municipal Right of Way,Registered,0,1983
3079,PTN LT 3 PL LMP20535,LMP20536,6091-0055,Restrictive Covenant,E079-0012,Municipal Right of Way,Partial Release,0,1994
3080,PTN LT 2 PL LMP12491,LMP12494,7892-0034,Restrictive Covenant,E059-0002,Municipal Right of Way,Registered,7.5,1993
3081,PTN LTS 2-4 PL 82989,82990,7888-0503,3rd Party Agreement,E019-0007,Municipal Right of Way,Registered,1.8,1989
3082,PTN LT 2 PL 78568,78569,7887-6480,3rd Party Agreement,E019-0011,Municipal Right of Way,Registered,1.8,1988
3083,PTN LTS 12 & 13 PL BCP31641,BCP31657,7805-0143-00,3rd Party Agreement,E009-0009,Municipal Right of Way,Registered,11.778,2007
3084,PTN LTS 2 & 3 PL BCP31641,BCP31652,7805-0143-00,3rd Party Agreement,E009-0002,Municipal Right of Way,Registered,9.645,2007
3085,PTN LT 1 - 18 PL BCP6154,BCP6155,4801-0334,3rd Party Agreement,E070-0051,Municipal Right of Way,Registered,3,2003
3086,PTN LTS 8-10 PL87302,PL87303,7889-0351,3rd Party Agreement,E070-0048,Municipal Right of Way,Registered,1.8,1990
3087,PTN LTS 1-6 & 13-15 PL LMP29391,LMP29392,7894-0368,Restrictive Covenant,E070-0033,Municipal Right of Way,Registered,0,1996
3088,PTN LTS 1-6 PL LMP28736,LMP28737,7891-0292,3rd Party Agreement,E070-0031,Municipal Right of Way,Registered,0,1996
3089,PTN LTS 1 & 2 PL 79115 (NW3258),79117,7888-0122,3rd Party Agreement,E070-0005,Municipal Right of Way,Registered,0,1988
3090,PTN LTS 1 & 2 PL 79115 (NW3258),79117,7888-0122,3rd Party Agreement,E070-0005,Municipal Right of Way,Registered,0,1988
3091,PTN LTS 9-22 & 27-30 PL LMP28736,LMP28737,7891-0292,3rd Party Agreement,E070-0031,Municipal Right of Way,Registered,0,1996
3092,PTN LT D PL LMP35534 & LT C PL LMP11974,LMP35535,7896-0126,3rd Party Agreement,E070-0038,Municipal Right of Way,Registered,7.7,1997
3093,PTN LT E PL 86046,86047,7889-0181,3rd Party Agreement,E060-0061,Municipal Right of Way,Registered,0,1990
3094,PTN LT A PL 86046,86047,7889-0181,3rd Party Agreement,E060-0061,Municipal Right of Way,Registered,1.8,1990
3095,PTN LT 1 PL 85091,85093,7889-0181,Restrictive Covenant,E060-0070,Municipal Right of Way,Registered,3.658,1990
3096,"OVER LTS 1, 2 & 3 PL LMP2177",,7890-0003,Restrictive Covenant,E060-0043,Municipal Right of Way,Registered,0,1991
3097,PTN LTS 7 & 8 PL LMP28732,LMP28733,7894-0145,3rd Party Agreement,E060-0072,Municipal Right of Way,Registered,3,1996
3098,PTN LT 9 PL 87047,87048,7889-0266,3rd Party Agreement,E060-0022,Municipal Right of Way,Registered,1.8,1990
3099,"PTN LTS 5, 6, 17 & 18 PL 87047",87048,7889-0266,3rd Party Agreement,E060-0023,Municipal Right of Way,Registered,1.8,1990
3100,PTN LTS 2-5 PL 84574,84575,7885-4540,3rd Party Agreement,E060-0064,Municipal Right of Way,Registered,3,1990
3101,PTN LT 5 PL 86866,86867,7889-0184,3rd Party Agreement,E060-0030,Municipal Right of Way,Registered,1.8,1990
3102,"PTN LTS 1 LMP44000, A LMP45156(LMP46981)",LMP45157,7999-0066,3rd Party Agreement,E050-0052,Municipal Right of Way,Registered,0,2000
3103,PTN LTS 30-32 PL 78545,78546,7887-0619,3rd Party Agreement,E060-0059,Municipal Right of Way,Registered,3,1988
3104,"LT B PL 69110,LT 33 PL 70413 (PL 71894)",71893,7886-2740,Restrictive Covenant,E050-0014,Municipal Right of Way,Registered,0,1986
3105,LT 1 PL 82872,,7888-0630,Restrictive Covenant,E050-0022,Municipal Right of Way,Registered,0,1989
3106,PTN LT 1 PL LMP3710,LMP3765,7889-0497,3rd Party Agreement,E050-0059,Municipal Right of Way,Registered,1.8,1992
3107,PTN LTS 15-18 L LMP3710,LMP3765,7889-0497,3rd Party Agreement,E050-0059,Municipal Right of Way,Registered,1.8,1992
3108,PTN LT 1 PL BCP34190,BCP34191,7804-0211-00,3rd Party Agreement,E040-0024,Municipal Right of Way,Registered,VAR,2008
3109,LT 12 PL 80640 (LMS1083),,7887-3450,Restrictive Covenant,E040-0012,Municipal Right of Way,Registered,0,1989
3110,PTN LT 3 PL BCP10892,BCP10893,7802-0233,3rd Party Agreement,E019-0028,Municipal Right of Way,Registered,3,2004
3111,PTN LT 30 BLK 3 PL 529A,LMP52857,1797-316,Restrictive Covenant,E019-0022,Municipal Right of Way,Registered,11.5,2002
3112,PTN LT 11 PL LMP9193 & LT 12 PL LMP9192,LMP9202,7891-0182,3rd Party Agreement,E020-0008,Municipal Right of Way,Registered,1.8,1993
3113,PTN LTS A & B PL LMP24995,LMP24996,7893-0390,3rd Party Agreement,E020-0009,Municipal Right of Way,Registered,5,1995
3114,PTN LTS 109-114 PL 86817,86818,7889-0249,3rd Party Agreement,E020-0012,Municipal Right of Way,Registered,0,1990
3115,"PTN LT 7,8 PL LMP49233",LMP49234,7899-0252,3rd Party Agreement,E020-0019,Municipal Right of Way,Registered,0,2001
3116,PTN LTS 40-47 & 117 PL 84577,84578,7889-0016,3rd Party Agreement,E120-0004,Municipal Right of Way,Registered,3,1990
3117,PTN LTS A & C PL 71424,71425,7885-020,3rd Party Agreement,E110-0005,Municipal Right of Way,Registered,0,1986
3118,PTN LT 29 PL76012 (LTS 14 & 15 PL83240),,7889-0351,Restrictive Covenant,E070-0018,Municipal Right of Way,Partial Release,0,1987
3119,PTN LT 4 PL86739,LMP78,7889-0004,3rd Party Agreement,E070-0045,Municipal Right of Way,Registered,3,1991
3120,PTN LT 2 PL BCP13039,BCP13040,7802-0262,3rd Party Agreement,E080-0069,Municipal Right of Way,Registered,4.0,2004
3121,PTN LT 19 PL 78092,78093,7887-3620,3rd Party Agreement,E070-0009,Municipal Right of Way,Registered,1.8,1988
3122,PTN LTS 40-43 PL 78092,78093,7887-3620,3rd Party Agreement,E070-0009,Municipal Right of Way,Registered,0,1988
3123,PTN LT 8 LMP2728,LMP2730,7888-0474,3rd Party Agreement,E070-0047,Municipal Right of Way,Registered,3,1991
3124,PTN LTS 30 & 31 PL 78572,78573,7887-4140,3rd Party Agreement,E070-0010,Municipal Right of Way,Registered,3,1988
3125,PTN LT 18 PL LMP9853,LMP9854,7891-0486,3rd Party Agreement,E060-0055,Municipal Right of Way,Registered,1.8,1993
3126,PTN LTS 1-3 PL LMP20029,LMP12765,6092-0578,Restrictive Covenant,E060-0049,Municipal Right of Way,Registered,8.809,1993
3127,PTN LT 7 PL LMP47007,LMP47008,7899-0254,3rd Party Agreement,E060-0093,Municipal Right of Way,Registered,0,2000
3128,PTN LT 5 PL LMP37099,LMP37100,7896-0211,3rd Party Agreement,E060-0081,Municipal Right of Way,Registered,1.2,1998
3129,"PTN LT 26, 29-32 PL82688 (LT 39 PL86797)",82689,7880-0390,3rd Party Agreement,E060-0014,Municipal Right of Way,Registered,1.8,1989
3130,PTN LT 7 PL LMP27325,LMP27326,7894-0429,3rd Party Agreement,E060-0063,Municipal Right of Way,Registered,3,1996
3131,PTN LT 11 PL 87459,87460,7888-0100,3rd Party Agreement,E060-0024,Municipal Right of Way,Registered,1.8,1990
3132,PTN L 6-13 PL80505,79816,7888-0080,Restrictive Covenant,E050-0019,Municipal Right of Way,Registered,3.00,1989
3133,"PTN LTS 202-207, 209 PL 60811",60812,A259,3rd Party Agreement,E050-0006,Municipal Right of Way,Registered,1.5,1980
3134,PTN LT 4 PL LMP6523,LMP6524,7890-0327,3rd Party Agreement,E050-0036,Municipal Right of Way,Registered,1.8,1992
3135,PTN LT 3 PL LMP40536,LMP40537,7896-0326,3rd Party Agreement,E040-0018,Municipal Right of Way,Registered,0,1998
3136,PTN LT 2 PL LMP10463,LMP10464,7890-0233,3rd Party Agreement,E050-0043,Municipal Right of Way,Registered,4.5,1993
3137,PTN LTS 1-3 PL LMP36850,LMP36851,7894-0371,3rd Party Agreement,E030-0018,Municipal Right of Way,Registered,1.8,1998
3138,PTN LTS 332-336 PL 56058,56059,2054-002,3rd Party Agreement,E030-0001,Municipal Right of Way,Registered,3,1978
3139,PTN LT 338 PL 56058,56059,2054-002,3rd Party Agreement,E030-0001,Municipal Right of Way,Registered,1.5,1978
3140,PTN LT 2 PL 79085,79175,7885-485,3rd Party Agreement,E030-0013,Municipal Right of Way,Registered,1.8,1988
3141,L 10 PL517,BCP19212,7804-0236,3rd Party Agreement,E010-0009,Municipal Right of Way,Registered,3,2005
3142,PTN LT 3 PL BCP30105,BCP30107,7803-0468-00,3rd Party Agreement,E010-0013,Municipal Right of Way,Registered,6.0,2007
3143,PTN LT 1 PL BCP7724,BCP7725,7802-0149-00,3rd Party Agreement,E131-0020,Municipal Right of Way,Registered,3.0,2003
3144,"LTS 18,19,32-35,37,38,41-45&48 EPP41746",EPP41747,7813-0280-00,3rd Party Agreement,E131-0025,Municipal Right of Way,Registered,VAR,2015
3145,"PTN LTS 4,5 & 16 PL BCP24678",BCP24679,7800-0225,3rd Party Agreement,E121-0054,Municipal Right of Way,Registered,VAR,2006
3146,PTN LTS 5-9 PL 70110,70111,7885-208,3rd Party Agreement,E121-0007,Municipal Right of Way,Registered,2,1985
3147,PTN LTS 5 & 7 PL 70361,70362,7885-196,3rd Party Agreement,E121-0008,Municipal Right of Way,Registered,1.8,1985
3148,PTN LTS 2 & 3 PL LMP39788,LMP39790,7897-0257,3rd Party Agreement,E110-0023,Municipal Right of Way,Registered,0,1998
3149,PTN LT 2 PL LMP27364,LMP29078,7894-0318,3rd Party Agreement,E081-0008,Municipal Right of Way,Registered,6,1996
3150,PTN LT 3 PL LMP21118,LMP21119,7893-0397,3rd Party Agreement,E081-0013,Municipal Right of Way,Registered,1.8,1995
3151,PTN LT 2 PL 64198 (PL LMP21330),64199,2054-002,Restrictive Covenant,E081-0003,Municipal Right of Way,Registered,7.4,1982
3152,N 1/2 LT 2 PL 64190 (PL LMP21330),,2054-002,Restrictive Covenant,E081-0004,Municipal Right of Way,Registered,0,1982
3153,PTN LTS Rem 7 & 8 PL LMP11682,LMP11683,7890-0227,3rd Party Agreement,E070-0023,Municipal Right of Way,Registered,3,1993
3154,PTN LTS 374 & 375 PL 61987,61988,A281,3rd Party Agreement,E071-0007,Municipal Right of Way,Registered,3,1981
3155,PTN LTS 327-329 PL 61987,61988,A281,3rd Party Agreement,E071-0007,Municipal Right of Way,Registered,3,1981
3156,PTN LTS 9 & 11 PL 86002,86003,7887-2410,3rd Party Agreement,E061-0024,Municipal Right of Way,Registered,1.8,1990
3157,PTN LT 16 PL LMP27179 & LT 1 PL LMP28829,LMP27180,7893-0433,3rd Party Agreement,E071-0029,Municipal Right of Way,Registered,1.8,1996
3158,PTN LTS 12 & 13 PL 86002,86003,7887-2410,3rd Party Agreement,E061-0024,Municipal Right of Way,Registered,1.8,1990
3159,PTN LT 15 PL LMP27179 & PL LMP28829,LMP27180,7893-0433,3rd Party Agreement,E071-0029,Municipal Right of Way,Registered,1.8,1996
3160,PTN LTS 244 & 250 PL 61827,61829,2054-002,3rd Party Agreement,E071-0002,Municipal Right of Way,Registered,3,1981
3161,PTN LTS 3 & 4 PL 78443,78444,7887-3860,3rd Party Agreement,E061-0014,Municipal Right of Way,Registered,1.8,1988
3162,PTN LTS 353 & 354 PL 63084,63638,A417,3rd Party Agreement,E061-0010,Municipal Right of Way,Registered,3,1981
3163,PTN LT A PL BCP9805,BCP09806,1799-302,3rd Party Agreement,E050-061,Municipal Right of Way,Registered,3.05,2004
3164,PTN LT 1 LMP48938,LMP48939,7800-0290,3rd Party Agreement,E051-0019,Municipal Right of Way,Registered,7.316,2001
3165,PTN LT 1 LMP48938,LMP48939,7804-0222,3rd Party Agreement,E051-0026,Municipal Right of Way,Registered,7.316,2001
3166,Various Lots PLLMP26278,LMP26279,7893-0337,3rd Party Agreement,E051-0014,Municipal Right of Way,Registered,3,1995
3167,S 4m LT 26 PL 52151,,2054-002,3rd Party Agreement,E050-0001,Municipal Right of Way,Registered,4,1982
3168,PTN LT 4 PL 86933 (LMS620),,7889-0197,Restrictive Covenant,E050-0029,Municipal Right of Way,Registered,0,1990
3169,OVER LT 23 PL 27816 (PL 84800 & LMP51289,,7888-0603,Restrictive Covenant,E051-0009,Municipal Right of Way,Registered,0,1992
3170,PTN LT N PL LMP19668,LMP19671,7892-0237,3rd Party Agreement,E041-0030,Municipal Right of Way,Registered,3,1994
3171,PTN PLS LMS2501 & LMS2502,LMP26174,7892-0237,3rd Party Agreement,E041-0038,Municipal Right of Way,Registered,7.316,1995
3172,PTN LTS 2 - 5 PL 81742,81743,7888-0454,3rd Party Agreement,E041-0015,Municipal Right of Way,Registered,1.8,1989
3173,OVER LT 431 PL 43318,,7889-0189,Restrictive Covenant,E031-0007,Municipal Right of Way,Registered,0,1990
3174,PTN LTS 4-10 PL BCP43037,BCP43039,7807-0227-00,3rd Party Agreement,E011-0077,Municipal Right of Way,Registered,VAR,2009
3175,PTN LT 2  PL LMP44274,LMP44274,7998-0283,Restrictive Covenant,E2001-0181,Municipal Right of Way,Registered,0,1999
3176,PTN LT 1 & 2 PL LMP22073,LMP22074,7894-0175,3rd Party Agreement,E131-0010,Municipal Right of Way,Registered,0,1995
3177,PTN LT 27 PL 84285,84286,7887-2841,3rd Party Agreement,E121-0017,Municipal Right of Way,Registered,1.8,1990
3178,PTN LT 64 PL 85706,85707,7888-0662,3rd Party Agreement,E121-0035,Municipal Right of Way,Registered,1.8,1990
3179,OVER LT 22 PL 75852,,7886-3271,Restrictive Covenant,E121-0020,Municipal Right of Way,Registered,0,1990
3180,OVER LT L PL 61416,N/A,7889-0027,Restrictive Covenant,E111-0004,Municipal Right of Way,Registered,VAR,1990
3181,PTN LT 15 PL LMP7688,LMP7689,7891-0221,Restrictive Covenant,E121-0032,Municipal Right of Way,Registered,2,1992
3182,PTN LTS 2-4 PL LMP7688,LMP7689,7891-0221,Restrictive Covenant,E121-0032,Municipal Right of Way,Registered,0,1992
3183,PTN LT 70 PL 85706,85707,7888-0662,3rd Party Agreement,E121-0036,Municipal Right of Way,Registered,1.8,1990
3184,OVER LT 29 PL LMP7688,,7891-0221,Restrictive Covenant,E121-0029,Municipal Right of Way,Registered,0,1992
3185,PTN LT 28 PL LMP7688,LMP7689,7891-0221,Restrictive Covenant,E121-0032,Municipal Right of Way,Registered,7.5,1992
3186,OVER LTS 24-29 PL LMP7688,,7891-0221,Restrictive Covenant,E121-0033,Municipal Right of Way,Registered,0,1992
3187,PTN LTS 16-22 PL BCP4462,BCP4463,7802-0112,3rd Party Agreement,E071-0053,Municipal Right of Way,Registered,3,2003
3188,PTN LT 10 PL LMP4316,LMP4317,7891-0017,3rd Party Agreement,E071-0048,Municipal Right of Way,Registered,1.8,1992
3189,PTN LT 6 PL LMP13466 (LT 2 PL LMP41424),LMP13468,6092-0369,Restrictive Covenant,E071-0026,Municipal Right of Way,Registered,0,1993
3190,PTN LTS 2-5 PL BCP27397,BCP27398,7804-0028-00,3rd Party Agreement,E071-0063,Municipal Right of Way,Registered,3.0,2006
3191,PTN LTS A & B PL BCP11257,BCP11258,7803-0132-00,3rd Party Agreement,E071-0054,Municipal Right of Way,Registered,1.2,2004
3192,PTNS LTS 84-86 PL 60792,60793,2054-002,3rd Party Agreement,E071-0004,Municipal Right of Way,Registered,3,1980
3193,LT 547 PL 64472,,7881-125,Restrictive Covenant,E061-0008,Municipal Right of Way,Registered,0,1982
3194,PTN LT 3 PL BCP15994,,,3rd Party Agreement,E061-0039,Municipal Right of Way,Registered,3.002,2004
3195,PTN LT 1 PL BCP8547,BCP08548,7802-0334,3rd Party Agreement,E061-0039,Municipal Right of Way,Registered,3,2004
3196,PTN LTS 1 & 2 PL LMP25298,LMP25300,7894-0074,3rd Party Agreement,E061-0026,Municipal Right of Way,Registered,3,1995
3197,PTN LT 60-62 PL62854 ( NW1904 - NW1906 ),,A389,3rd Party Agreement,E061-0011,Municipal Right of Way,Registered,3,1988
3198,PTN LTS 1 - 4 PL 83142,83143,7887-2070,3rd Party Agreement,E051-0007,Municipal Right of Way,Registered,3,1989
3199,OVER LT 1 RP81827,,7888-0500,Restrictive Covenant,E051-0011,Municipal Right of Way,Registered,0,1992
3200,PTN LT A PL LMP20316,LMP8806,5689-0032,3rd Party Agreement,E051-0013,Municipal Right of Way,Registered,0,1993
3201,"L 2, 3, 5 & 6 BCP12183",BCP17631,7803-0359,3rd Party Agreement,E041-0051,Municipal Right of Way,Registered,VAR,2005
3202,PTN LT 12 PL 5488 (LT A & B PL LMP48694),,7886-5510,Restrictive Covenant,E041-0012,Municipal Right of Way,Registered,0,1988
3203,OVER LT 1 PL 86654 (LTS 1-2 PLLMP18093),,7889-0106,Restrictive Covenant,E041-0019,Municipal Right of Way,Registered,0,1990
3204,PTN LT 2 PL 70712 (LMS1914),70713,7884-308,3rd Party Agreement,E021-0002,Municipal Right of Way,Registered,4.192,1985
3205,LT 170 PL 61458 (PL NW1762),,A346,3rd Party Agreement,E021-0003,Municipal Right of Way,Registered,0,1981
3206,PTN LT 131 PL 41559 (LT C PL BCP9437),LMP14569,7892-0198,3rd Party Agreement,E021-0009,Municipal Right of Way,Registered,3,1994
3207,PTN REM 14 PL 4172 (LT A PL LMP45532),LMP2842,7891-0016,Restrictive Covenant,E011-0008,Municipal Right of Way,Registered,0,1992
3208,PTN LT 3 PL PL 79454,79455,7887-6240,3rd Party Agreement,E001-0002,Municipal Right of Way,Registered,1.8,1989
3209,PTN LTS 2-9 PL LMP20039,LMP21574,7892-0622,Restrictive Covenant,E001-0018,Municipal Right of Way,Registered,2,1997
3210,PTN LT A PL LMP29909,LMP29910,7895-0037,3rd Party Agreement,E122-0032,Municipal Right of Way,Registered,0,1996
3211,PTN LTS 9-10 PL LMP16388,LMP16390,7891-0535,3rd Party Agreement,E122-0021,Municipal Right of Way,Registered,0,1994
3212,PTN LTS 21 & 22 PL LMP16388,LMP16390,7891-0535,3rd Party Agreement,E122-0021,Municipal Right of Way,Registered,0,1994
3213,PTN LT 25 PL LMP16388,LMP16390,7891-0535,3rd Party Agreement,E122-0021,Municipal Right of Way,Registered,0,1994
3214,PTN LTS 2 & 3 PL LMP16388,LMP16390,7891-0535,3rd Party Agreement,E122-0021,Municipal Right of Way,Registered,3,1994
3215,PTN LTS 4-6 PL LMP16391,LMP16392,7891-0349,3rd Party Agreement,E122-0022,Municipal Right of Way,Registered,3,1994
3216,PTN LTS 2-7 PL LMP36818,LMP36819,7896-0275,3rd Party Agreement,E122-0040,Municipal Right of Way,Registered,3,1998
3217,PTN L 3 PL75136,N/A,7886-6720,3rd Party Agreement,E122-0018,Municipal Right of Way,Registered,3.00,1992
3218,PTN LTS 5 & 6 PL LMP19433,LMP19434,7893-0002,3rd Party Agreement,E112-0015,Municipal Right of Way,Registered,3,1995
3219,PTN LTS 4-6 PL LMP21993,LMP21994,7893-0449,3rd Party Agreement,E122-0028,Municipal Right of Way,Registered,3,1995
3220,PTN LT 13 PL LMP16088,LMP16089,7892-0063,3rd Party Agreement,E112-0016,Municipal Right of Way,Registered,0,1994
3221,PTN LTS 9-12 PL LMP18916,LMP18917,7890-0465,3rd Party Agreement,E112-0020,Municipal Right of Way,Registered,0,1994
3222,PTN LT 4 PL BCP44497,BCP44498,7809-0039-00,3rd Party Agreement,E102-0015,Municipal Right of Way,Registered,1.8,2010
