,BARCODE,BED_SOIL_TYPE,BED_TYPE,COMMENTS,CONDITION,CONDITIONDATE,CRE_DATE,DESCRIPTION,FACILITYID,HORT_MAINTENANCE_ROUTE,HOUSE_NO,INSERVICE_COST,INSERVICE_DATE,LEGACYID,LOCATION,MAINTENANCE_RESPONSIBILITY,MAKE,MAP_PAGE,MODEL,MOD_DATE,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,OPERATIONAL_RESPONSIBILITY,PARK_FACILITY_TYPE,PARK_NAME,PARK_OWNERSHIP,REFERENCE_NO,ROAD_CODE,SERIAL_NO,SERVICE_LEVEL,STATUS,STATUS_DATE,TO_CLASS_FOR_WEB,VENDOR,WARRANTYDATE,WARRANTY_PROVIDER,WORK_ASSIGNMENT,YRS_LIFE_EXPECTANCY
1123,,,Woody - C, ,,,,"Horticulture Bed; Island, 2225 136 St",1001436690,Area 9,02225,0,,0708-000000413,Entire island,Parks,,122,,20121016,Island - 2225 136 St,Island,Parks,,Island - 2225 136a St,,122-25,13600,,,OPERATING,,,,,,,
1124,,,Mixed, ,,,,"Horticulture Beds; Surrey Museum Grounds, 17710 56a Ave",1001436860,Area 9,17710,0,20051001,0708-000001150,throughout grounds,Parks,,077,,20121016,"Surrey Museum Grounds, 17710 56a Ave",Land,Parks,,Surrey Museum Grounds,,077-01,05650,,,OPERATING,20061124150700,,,,,,
1125,,,Woody - C, ,,,,"Horticulture Bed; Island, 6426 133a St",1001436977,Area 2,06426,0,,0708-000000090,Entire Island,Parks,,061,,20121016,Island - 6426 133a St,Island,Parks,,Island - 6426 133a St,,061-05,13350,,,OPERATING,,,,,,,
1126,,,Woody - C, ,,,,"Horticulture Bed; Blvd, 152 St - 61 Ave to 61a Ave - W side",1001436861,Area 8,06100,0,20051001,0708-000001151,on frontage rd,Parks,,073,,20121016,"Blvd, 152 St - 61 Ave to 61a Ave - W side",Boulevard,Parks,,Blvd - 152 St - 61 to 61a - W side,,073-01,15200,,,OPERATING,20061127172000,,,,,,
1127,,,Mixed, ,,,,"Horticulture Bed; Blvd, 80 Ave - 168 St to 169 St - N side",1001436862,Area 6,16800,0,20051001,0708-000000506,On 80 Ave frontage rd at 168 St end,Parks,,046,,20121016,"Blvd, 80 Ave - 168 St to 169 St - N side",Boulevard,Parks,,Blvd - 16800 blk 80 Ave,,046-05,08000,,,OPERATING,,,,,,,
1128,,,Mixed, ,,,,"Horticulture Beds; Blvd, 168 St - 84a Ave to 85a Ave - W side",1001436954,Area 6,08450,0,20060801,0708-000001152,on frontage rd,Parks,,045,,20121016,"Blvd, 168 St - 84a Ave to 85a Ave - W side",Boulevard,Parks,,Blvd - 168 St - 84a to 85a - W side,,045-09,16800,,,OPERATING,20061205102000,,,,,,
1129,,,Perennial, ,,,,"Horticulture Bed; Blvd, 168 St - 82 Ave to 83a Ave - E side",1001436958,Area 6,08300,0,,0708-000000242,Along Blvd,Parks,,046,,20121016,"Blvd, 168 St - 82 Ave to 83a Ave - E side",Boulevard,Parks,,Blvd - 168 St - 82 to 83a - E side,,046-06,16800,,,OPERATING,,,,,,,
1130,,,Perennial, ,,,,"Horticulture Bed; Blvd, 168 St - Greenway Dr to 86 Ave - E side",1001436959,Area 6,08600,0,,0708-000000244,Entire blvd,Parks,,046,,20121016,"Blvd, 168 St - Greenway Dr to 86 Ave - E side",Boulevard,Parks,,Blvd - 168 St - Greenway Dr to 86 - E side,,046-07,16800,,,OPERATING,,,,,,,
1131,,,Perennial, ,,,,"Horticulture Bed; Blvd, 151a St & 74 Ave - along 152 St",1001436970,Area 5,07400,0,,0708-000000510,On Blvd along 152 St,Parks,,053,,20121016,"Blvd, 151a St & 74 Ave - along 152",Boulevard,Parks,,Blvd - 151a St & 74 Ave - along 152 St,,053-07,15150,,,OPERATING,,,,,,,
1132,,,Woody - C, ,,,,"Horticulture Bed; Island, 12827 68a Ave",1001436974,Area 2,12827,0,,0708-000000339,On island,Parks,,061,,20121016,Island - 12827 68a Ave,Island,Parks,,Island - 12827 68a Ave,,061-01,06850,,,OPERATING,,,,,,,
1133,,,Simple,,,,20160930,"Horticulture Beds; Hemlock Park, 9353 160 St",1001893570,Area 6,09353,,,,around parking lot and building,Parks,,034,,20160930,"Hemlock Park, 9353 160 St",Park,Parks,,Hemlock Park,,034-15,16000,,,OPERATING,,,,,,,
1134,,,Mixed, ,,,20160930,"Horticulture Beds; Francis Park, 15951 83 Ave",1001893585,Area 6,15951,0,20100128,1001437397,various beds throughout Senior's Wellness Park site,Parks,,044,,20160930,"Francis Park, 15951 83 Ave",Land,Parks,,Francis Park,,044-17,08300,,,OPERATING,20101019130200,,,,,,
1135,,,Mixed, ,,,,"Horticulture Bed; Median, 176 St - 66a Ave to 68 Ave",1001437113,Contract,06650,0,20061214,0708-000001168,on median,Parks,,066,,20121016,"Median, 176 St - 66a Ave to 68 Ave",Median,Parks,,Median - 176 St - 66a to 68,,066-07,17600,,,OPERATING,20070524171100,,,,,,
1136,,,Mixed, ,,,20091124,"Horticulture Bed; Median, King George Blvd - 24 Ave to 26 Ave",1001437319,Area 8,02400,0,20080104,0708-000001221,on median,Parks,,114,,20121016,"Median, King George Blvd - 24 Ave to 26 Ave",Median,Parks,,Median - KGBlvd - 24 to 26,,114-11,13601,,,OPERATING,20080806101100,,,,,,
1137,,,Mixed, ,,,20091124,"Horticulture Bed; Median, King George Blvd - 26 Ave to 152 St",1001437320,Area 8,02600,0,20080104,0708-000001222,on median,Parks,,114,,20121016,"Median, King George Blvd - 26 Ave to 152 St",Median,Parks,,Median - KGBlvd - 26 to 152,,114-12,13601,,,OPERATING,20080806101700,,,,,,
1138,,,Woody - C, ,,,,"Horticulture Bed; 122K - Greenbelt, 14005 22 Ave",1001436558,Area 10,14005,0,19990912,0708-000000910,SW corner of site,Parks,,122,,20121016,"122K - Greenbelt, 14005 22 Ave",Park,Parks,,122K - Greenbelt,,122-02,02200,,,OPERATING,20000912140800,,,,,,
1139,,,Woody - C, ,,,,"Horticulture Bed; 122O - Greenbelt, 2398 136 St",1001436559,Area 10,02398,0,19990912,0708-000000909,along 24 Ave blvd,Parks,,122,,20121016,"122O - Greenbelt, 2398 136 St",Park,Parks,,122O - Greenbelt,,122-03,13600,,,OPERATING,20000912114000,,,,,,
1140,,,Mixed, ,,,,"Horticulture Bed; Median, 64 Ave - 166 St to 168 St",1001437002,Area 5,16600,0,20031022,0708-000001090,On median,Parks,,065,,20121016,"Median, 64 Ave - 166 St to 168 St",Median,Parks,,Median - 64 Ave - 166 to 168,,065-02,06400,,,OPERATING,20031114100200,,,,,,
1141,,,Mixed, ,,,,"Horticulture Bed; Median, 64 Ave - 168 St to 169 St",1001437003,Area 5,16800,0,20031022,0708-000001092,On median,Parks,,066,,20121016,"Median, 64 Ave - 168 St to 169 St",Median,Parks,,Median - 64 Ave - 168 to 169,,066-01,06400,,,OPERATING,20031114100400,,,,,,
1142,,,Mixed, ,,,,"Horticulture Bed; Median, 64 Ave - 169 St to 170 St",1001437004,Area 5,16900,0,20050209,0708-000000654,On median,Parks,,066,,20121016,"Median, 64 Ave - 169 St to 170 St",Median,Parks,,Median - 64 Ave - 169 to 170,,066-02,06400,,,OPERATING,20051028153100,,,,,,
1143,,,Mixed, ,,,,"Horticulture Bed; Median, 64 Ave - 170 St to 171 St",1001437005,Area 5,17000,0,20050209,0708-000000655,On median,Parks,,066,,20121016,"Median, 64 Ave - 170 St to 171 St",Median,Parks,,Median - 64 Ave - 170 to 171,,066-03,06400,,,OPERATING,20051028153400,,,,,,
1144,,,Mixed, ,,,,"Horticulture Bed; Median, 64 Ave - 171 St to 172 St",1001437006,Area 5,17100,0,20050209,0708-000000656,On median,Parks,,066,,20121016,"Median, 64 Ave - 171 St to 172 St",Median,Parks,,Median - 64 Ave - 171 to 172,,066-04,06400,,,OPERATING,20051028153700,,,,,,
1145,,,Simple,,,,20171030,"Horticulture Beds; Crescent Park School Grounds, 2440 128 St",1001953260,Area 10,02440,,,,around Tennis Courts,Parks,,111,,20171030,"Crescent Park School Grounds, 2440 128 St",Land,Parks,,Crescent Park School Grounds,,111-12,12800,,,OPERATING,,,,,,,
1146,,,Woody - C, ,,,,"Horticulture Bed; Southmere Village Park, 1701 - Martin Dr",1001436585,Area 10,01701,0,,0708-000000846,Southmere Crescent entrance to south portion of park,Parks,,123,,20121016,"Southmere Village Park, 1701 Martin Dr",Park,Parks,,Southmere Village Park,,123-23,15083,,,OPERATING,,,,,,,
1147,,,Woody - C, ,,,,"Horticulture Beds; Southmere Village Park, 1701 - Martin Dr",1001436587,Area 10,01701,0,,0708-000000875,Southmere Crescent entrance to north portion of park,Parks,,123,,20121016,"Southmere Village Park, 1701 Martin Dr",Park,Parks,,Southmere Village Park,,123-25,15083,,,OPERATING,,,,,,,
1148,,,Woody - C, ,,,,"Horticulture Beds; Southmere Village Park, 1701 - Martin Dr",1001436588,Area 10,01701,0,,0708-000000863,Martin Dr. Park Entrance,Parks,,123,,20121016,"Southmere Village Park, 1701 Martin Dr",Park,Parks,,Southmere Village Park,,123-26,15083,,,OPERATING,,,,,,,
1149,,,Woody - C, ,,,,"Horticulture Beds; Southmere Village Park, 1701 - Martin Dr",1001436589,Area 10,01701,0,,0708-000000895,NE Pedestrian Entrance,Parks,,123,,20121016,"Southmere Village Park, 1701 Martin Dr",Park,Parks,,Southmere Village Park,,123-27,15083,,,OPERATING,,,,,,,
1150,,,Woody - C, ,,,,"Horticulture Beds; Southmere Village Park, 1701 - Martin Dr",1001436590,Area 10,01701,0,,0708-000000891,Along N.W. Pedestrian Entrance,Parks,,123,,20121016,"Southmere Village Park, 1701 Martin Dr",Park,Parks,,Southmere Village Park,,123-28,15083,,,OPERATING,,,,,,,
1151,,,Woody - C, ,,,,"Horticulture Bed; Island, 3160 142 St",1001436591,Area 9,03160,0,,0708-000000377,Entire island,Parks,,112,,20121016,Island - 3160 142 St,Island,Parks,,Island - 3160 142 St,,112-14,14200,,,OPERATING,,,,,,,
1152,,,Mixed, ,,,,"Horticulture Bed; Island, 9850 157 St",1001436754,Area 2,09850,0,20060501,0708-000000684,On island,Parks,,024,,20121016,Island - 9850 157 St,Island,Parks,,Island - 9850 157 St,,024-02,15700,,,OPERATING,20060706073500,,,,,,
1153,,,, ,,,,"Horticulture Bed; Island, 14560 76b Ave",1001436755,Area 2,14560,0,20051110,0708-000000707,entire island,Parks,,053,,20121016,Island - 14560 76b Ave,Island,Parks,,Island - 14560 76b Ave,,053-01,07670,,,OPERATING,20061107162000,,,,,,
1154,,,, ,,,,"Horticulture Bed; Island, 7304 147 St",1001436756,Area 2,07304,0,20010306,0708-000000708,entire island,Parks,,053,,20121016,Island - 7304 147 St,Island,Parks,,Island - 7304 147 St,,053-02,14700,,,OPERATING,20061107162400,,,,,,
1155,,,Mixed, ,,,,"Horticulture Bed; Median, 128 St - 61a Ave to 62 Ave",1001437030,Area 5,06150,0,20050722,0708-000000036,on median,Parks,,070,,20121016,"Median, 128 St - 61a Ave to 62 Ave",Median,Parks,,Median - 128 St - 61a to 62,,070-19,12800,,,OPERATING,20060309101200,,,,,,
1156,,,Mixed, ,,,,"Horticulture Bed; Median, 128 St - 62 Ave to 63 Ave",1001437031,Area 5,06200,0,20050722,0708-000000047,on median,Parks,,070,,20121016,"Median, 128 St - 62 Ave to 63 Ave",Median,Parks,,Median - 128 St - 62 to 63,,070-20,12800,,,OPERATING,20060309101500,,,,,,
1157,,,Mixed, ,,,20161128,"Horticulture Beds; Tamanawis Park, 12515 64 Ave",1001898182,Area 3,12515,0,20111001,1001898165,beds around synthetic field along 64 Ave,Parks,,060,,20161128,"Tamanawis Park, 12515 64 Ave",Park,Parks,,Tamanawis Park,,060-11,06400,,,OPERATING,20120503103600,,,,,,
1158,,,Woody - C, ,,,20161128,Horticulture Bed; Walkway - 14848 20a Ave,1001898249,Area 10,14848,0,,1001436701,along walkway,Parks,,123,,20161128,Walkway - 14848 20a Ave,Walkway,Parks,,Walkway - 14848 20a Ave,,123-38,02050,,,OPERATING,,,,,,,
