,CRE_DATE,MOD_DATE,PLANID,PLAN_NO,PLAN_TYPE,PLAN_TYPE2,STATUS,YR
3554,20080827,20080827,22288,BCP37566,3,Reference Plan,Registered,2008
3555,20080828,20080828,22249,BCP37467,3,Reference Plan,Registered,2008
3556,20110505,20110505,23141,EPP01670,3,Reference Plan,Registered,2011
3557,20110505,20110505,33843,EPP01674,3,Reference Plan,Registered,2011
3558,20110505,20110505,34163,EPP00271,3,Reference Plan,Registered,2011
3559,20110505,20110505,34166,EPP00805,2,Explanatory,Registered,2011
3560,20110506,20110506,34168,EPP01922,3,Reference Plan,Registered,2011
3561,20110506,20110506,34173,EPP08072,3,Reference Plan,Registered,2011
3562,20110506,20110506,34167,EPP01705,3,Reference Plan,Registered,2011
3563,20110506,20110506,34174,EPP11044,3,Reference Plan,Registered,2011
3564,19940513,20070508,19863,LMP17255,6,Subdivision,Registered,1994
3565,20000816,20070508,20714,LMP42999,6,Subdivision,Registered,1999
3566,20070403,20071126,10136,BCP26795,4,Right of Way,Registered,2006
3567,20051018,20070814,5024,BCP18689,4,Right of Way,Registered,2005
3568,19900426,20070509,28243,82436,4,Right of Way,Registered,1989
3569,20070814,20090303,10967,BCP33093,6,Subdivision,Registered,2007
3570,19890725,20070508,18717,82435,6,Subdivision,Registered,1989
3571,20080401,20080401,9142,BCP21135,4,Right of Way,Registered,2005
3572,20080404,20080404,9739,BCP17584,2,Explanatory,Registered,2005
3573,20080404,20080404,11347,BCP31217,2,Explanatory,Registered,2007
3574,20080404,20080404,9647,BCP24833,2,Explanatory,Registered,2006
3575,20080317,20080317,11324,BCP32530,2,Explanatory,Registered,2007
3576,20070629,20080111,10777,BCP31163,4,Right of Way,Registered,2007
3577,20061107,20070509,7675,BCP14659,4,Right of Way,Registered,2005
3578,20030210,20070509,1316,BCP05414,4,Right of Way,Registered,2003
3579,19880512,20070509,27690,77471,4,Right of Way,Registered,1988
3580,19930512,20070509,27848,78641,4,Right of Way,,
3581,20010503,20070509,30999,LMP34854,4,Right of Way,Registered,1997
3582,19990726,20070509,29716,LMP14321,4,Right of Way,Registered,1994
3583,19870602,20070509,27370,74398,4,Right of Way,Registered,1987
3584,20000510,20070509,30605,LMP29097,4,Right of Way,Registered,1996
3585,19950626,20070509,32482,LMP7689,4,Right of Way,Registered,1992
3586,19980814,20070509,30959,LMP34457,4,Right of Way,Registered,1997
3587,19860211,20070509,25315,52782,4,Right of Way,Registered,1978
3588,19890320,20070509,28020,80404,4,Right of Way,Registered,1989
3589,19980702,20070509,30875,LMP33292,4,Right of Way,Registered,1997
3590,20040826,20070509,4446,BCP12194,4,Right of Way,Registered,2004
3591,19940603,20070509,29774,LMP14988,4,Right of Way,Registered,1994
3592,19860212,20070509,25927,59460,4,Right of Way,Registered,1980
3593,20030311,20070509,30972,LMP3460,4,Right of Way,Registered,1992
3594,19850801,20070509,24058,300553C,4,Right of Way,,
3595,20000315,20070509,31276,LMP39010,4,Right of Way,Registered,1998
3596,19890124,20070509,27879,79016,4,Right of Way,Registered,1988
3597,20060531,20070509,9480,BCP23400,4,Right of Way,Registered,2006
3598,20000209,20070509,31370,LMP40428,4,Right of Way,Registered,1999
3599,19910102,20070509,28721,86366,4,Right of Way,Registered,1990
3600,19870918,20070509,27393,74648,4,Right of Way,Registered,1988
3601,19860602,20070509,26706,67482,4,Right of Way,Registered,1984
3602,19881122,20070509,27502,75656,4,Right of Way,Registered,1987
3603,20061107,20070509,8052,BCP07451,4,Right of Way,Registered,2004
3604,19990319,20070509,30889,LMP33499,4,Right of Way,Registered,1997
3605,19871118,20070509,24656,43034,4,Right of Way,Registered,1973
3606,19911004,20070509,31026,LMP3510,4,Right of Way,Registered,1992
3607,20010419,20070509,30204,LMP22111,4,Right of Way,Registered,1995
3608,19890508,20070509,28047,80747,4,Right of Way,Registered,1989
3609,19860512,20070509,23630,17085,4,Right of Way,Registered,1959
3610,20010730,20070509,31907,LMP47663,4,Right of Way,Registered,2000
3611,19850801,20070509,24222,334072C,4,Right of Way,,
3612,20021001,20070509,4054,BCP00581,4,Right of Way,Registered,2002
3613,20001120,20070509,31838,LMP46662,4,Right of Way,Registered,2000
3614,19880819,20070509,27786,78213,4,Right of Way,Registered,1988
3615,20060321,20070509,3110,BCP13042,4,Right of Way,Registered,2004
3616,20021030,20070509,4004,BCP00504,4,Right of Way,Registered,2002
3617,19860129,20070509,26712,67520,4,Right of Way,Registered,1984
3618,20000508,20070509,30709,LMP30840,4,Right of Way,Registered,1997
3619,19900307,20070509,28425,83963,4,Right of Way,Registered,1990
3620,19860305,20070509,24770,45065,4,Right of Way,Registered,1974
3621,20041026,20070509,6310,BCP13621,4,Right of Way,Registered,2004
3622,20040601,20070509,2161,LMP46918,4,Right of Way,Registered,2000
3623,19891024,20070509,28133,81518,4,Right of Way,Registered,1989
3624,19920708,20070509,32083,LMP4971,4,Right of Way,Registered,1992
3625,19860424,20070509,23992,28504,4,Right of Way,Registered,1965
3626,19981019,20070509,31069,LMP35885,4,Right of Way,Registered,1997
3627,19910517,20070509,26572,66223,4,Right of Way,Registered,1983
3628,19860418,20070509,24844,46051,4,Right of Way,Registered,1979
3629,19860919,20081119,17892,72918,6,Subdivision,Registered,1986
3630,20090320,20090320,22711,BCP06085,4,Right of Way,Registered,2003
3631,20090320,20090320,22710,BCP06084,4,Right of Way,Registered,2003
3632,20090320,20090320,22708,BCP05786,4,Right of Way,Registered,2003
3633,20090320,20090602,22525,BCP40880,2,Explanatory,Registered,2009
3634,20090323,20090323,22660,BCP39890,2,Explanatory,Registered,2009
3635,20090323,20090323,22655,BCP38308,2,Explanatory,Registered,2008
3636,20090323,20090323,22039,BCP39876,2,Explanatory,Registered,2009
3637,20090323,20090323,22715,BCP02286,4,Right of Way,Registered,2002
3638,19850801,20090323,14386,3103,2,Explanatory,Registered,1919
3639,20020114,20070509,32139,LMP50441,4,Right of Way,Registered,2001
3640,19951121,20070509,28044,80714,4,Right of Way,,
3641,19890619,20070509,28057,80795,4,Right of Way,Registered,1989
3642,20030602,20070509,5862,BCP04776,4,Right of Way,Registered,2003
3643,20070323,20070509,6907,BCP17913,4,Right of Way,Registered,2005
3644,20010404,20070509,30690,LMP30452,4,Right of Way,Registered,1996
3645,19960403,20070509,30444,LMP26343,4,Right of Way,Registered,1996
3646,19850801,20070509,25809,58197,4,Right of Way,,
3647,19860211,20070509,26503,65426,4,Right of Way,Registered,1983
3648,19860808,20070509,23830,23053,4,Right of Way,,
3649,20020321,20070509,31997,LMP48745,4,Right of Way,Registered,2001
3650,20030604,20070509,31167,LMP3747,4,Right of Way,Registered,1992
3651,19930428,20070509,28600,85493,4,Right of Way,Unknown,
3652,19901213,20070509,23344,12717,4,Right of Way,,
3653,19890208,20070509,27891,79112,4,Right of Way,Registered,1988
3654,19860319,20070509,24900,46604,4,Right of Way,Registered,1974
3655,19860625,20070509,24538,40825,4,Right of Way,Registered,1975
3656,19851230,20070509,26653,66910,4,Right of Way,Registered,1983
3657,19921105,20070509,29559,LMP11990,4,Right of Way,Registered,1993
3658,20010406,20070509,31775,LMP45646,4,Right of Way,Registered,2000
3659,20020923,20070509,31880,LMP47156,4,Right of Way,Registered,2000
3660,19860624,20070509,26090,61291,4,Right of Way,Registered,1981
3661,20021104,20070509,32204,LMP51221,4,Right of Way,Registered,2001
3662,19990216,20070509,30353,LMP24982,4,Right of Way,Registered,1995
3663,20060125,20070821,889,LMP16400,4,Right of Way,Registered,2005
3664,19861014,20070509,27047,70959,4,Right of Way,Registered,1986
3665,19870318,20070509,27384,74580,4,Right of Way,Registered,1987
3666,19850801,20050913,14141,26577,6,Subdivision,Registered,1964
3667,19850801,20050913,33244,Y29566E,7,Title,Registered,1985
3668,20050128,20080312,8701,BCP11119,3,Reference Plan,Registered,2004
3669,19911204,20050913,20080,LMP2230,6,Subdivision,Registered,1991
3670,19950823,20050913,20085,LMP22581,6,Subdivision,Registered,1995
3671,19951013,20050913,20146,LMP25378,6,Subdivision,Registered,1995
3672,19850801,20050913,21585,NW2226,9,Strata,Registered,1985
3673,19870810,20050913,18161,76126,6,Subdivision,Registered,1987
3674,19880318,20050913,18309,77793,6,Subdivision,Registered,1988
3675,20030225,20070822,21017,LMP52450,4,Right of Way,Registered,2002
3676,19850801,20050913,16225,56408,6,Subdivision,Registered,1979
3677,19850801,20050913,17039,64330,6,Subdivision,Registered,1982
3678,19850801,20050913,17287,66924,6,Subdivision,Registered,1983
3679,19850801,20050913,12650,15599,6,Subdivision,Registered,1955
3680,19850801,20050913,11892,12339,3,Reference Plan,Registered,1950
3681,19871015,20050913,18125,75744,6,Subdivision,Registered,1987
3682,19851016,20050913,28237,8238F,7,Title,Registered,1906
3683,19850801,20050913,15925,53180,6,Subdivision,Registered,1977
3684,19850801,20050913,13462,19326,6,Subdivision,Registered,1958
3685,19850801,20050913,15840,52132,6,Subdivision,Registered,1977
3686,19920220,20050913,20445,LMP3497,6,Subdivision,Registered,1992
3687,19850801,20050913,27437,7507,6,Subdivision,Registered,1944
3688,20040504,20040603,2531,BCP06707,6,Subdivision,Registered,2003
3689,20040920,20050913,2530,BCP10811,6,Subdivision,Registered,2004
3690,19940603,20050913,32736,LMS1417,9,Strata,Registered,1994
3691,19931203,20050913,19792,LMP14769,6,Subdivision,Registered,1994
3692,19950224,20050913,20016,LMP20179,6,Subdivision,Registered,1994
3693,19951005,20050913,20178,LMP26442,6,Subdivision,Registered,1995
3694,19960328,20050913,30499,LMP27240,6,Subdivision,Registered,1996
3695,19960329,20050913,20197,LMP26998,6,Subdivision,Registered,1996
3696,19900501,20050913,18953,85238,6,Subdivision,Registered,1990
3697,19900712,20050913,28794,86885,3,Reference Plan,Registered,1990
3698,19890822,20050913,18700,82215,6,Subdivision,Registered,1989
3699,19850801,20050913,16590,60177,6,Subdivision,Registered,1980
3700,19850801,20050913,23325,12453,6,Subdivision,Registered,1951
3701,19911227,20050913,20093,LMP2331,6,Subdivision,Registered,1991
3702,19930622,20050913,19584,LMP11667,6,Subdivision,Registered,1993
3703,19931102,20050913,19695,LMP13779,6,Subdivision,Registered,1993
3704,19970113,20050913,20317,LMP29818,6,Subdivision,Registered,1996
3705,19930520,20050913,19594,LMP11974,6,Subdivision,Registered,1993
3706,19901107,20050913,21125,LMP7222,6,Subdivision,Registered,1992
3707,19860401,20050913,17759,71585,6,Subdivision,Registered,1986
3708,19850801,20050913,24377,36757,3,Reference Plan,Registered,1970
3709,19850801,20050913,13291,18580,6,Subdivision,Registered,1958
3710,19850801,20050913,15662,49951,6,Subdivision,Registered,1976
3711,19850801,20050913,26563,66110,6,Subdivision,Registered,1983
3712,19850801,20050913,12231,13898,6,Subdivision,Registered,1953
3713,20011010,20040706,32160,LMP50663,6,Subdivision,Registered,2001
3714,19950803,20050525,30369,LMP25077,3,Reference Plan,Registered,1995
3715,20070629,20080110,10957,BCP30700,4,Right of Way,Registered,2007
3716,19850801,20070613,23257,11071,2,Explanatory,Registered,1948
3717,20060720,20070613,9657,BCP23069,3,Reference Plan,Registered,2006
3718,20070313,20070613,10309,BCP24832,3,Reference Plan,Registered,2006
3719,19891221,20070509,28068,80918,4,Right of Way,Registered,1989
3720,19930511,20070509,28533,84759,4,Right of Way,Registered,1990
3721,19860319,20070509,24884,46461,4,Right of Way,Registered,1975
3722,19860602,20070509,25264,52037,4,Right of Way,Registered,1977
3723,20020708,20070509,31567,LMP42451,4,Right of Way,Initiated,9999
3724,19881205,20070509,27829,78503,4,Right of Way,Registered,1988
3725,20040614,20070509,3920,BCP11311,4,Right of Way,Registered,2004
3726,19950213,20070509,29931,LMP17764,4,Right of Way,Registered,1994
3727,19860407,20070509,24585,41983,4,Right of Way,Registered,1972
3728,19860520,20070509,24578,41902,4,Right of Way,Registered,1972
3729,19860507,20070509,25056,48992,4,Right of Way,Registered,1975
3730,20030807,20070509,32218,LMP51463,4,Right of Way,Registered,2001
3731,19900409,20070509,24155,316892C,4,Right of Way,,
3732,20051118,20070509,4290,BCP17819,4,Right of Way,Registered,2005
3733,20010423,20070509,32548,LMP9041,4,Right of Way,Registered,1993
3734,19930415,20070509,28151,81707,4,Right of Way,Registered,1991
3735,19881109,20070509,27513,75757,4,Right of Way,Registered,1987
3736,19860404,20070509,24568,41749,4,Right of Way,Registered,1976
3737,19960509,20070509,30470,LMP26877,4,Right of Way,Registered,1996
3738,19850801,20070509,24140,314954C,4,Right of Way,,
3739,19860626,20070509,26951,70027,4,Right of Way,Registered,1985
3740,20030716,20070509,32031,LMP49203,4,Right of Way,Registered,2001
3741,20050919,20070509,758,BCP03449,4,Right of Way,Registered,2005
3742,19860723,20070509,25477,54282,4,Right of Way,Registered,1978
3743,19991214,20070509,31435,LMP41152,4,Right of Way,Registered,1999
3744,19860120,20070509,25901,59185,4,Right of Way,Registered,1980
3745,20040322,20070509,4947,BCP06474,4,Right of Way,Registered,2003
3746,19860616,20070509,26156,61886,4,Right of Way,Registered,1981
3747,20020821,20070509,32316,LMP52705,4,Right of Way,Registered,2002
3748,19860808,20070509,26338,63756,4,Right of Way,Registered,1982
3749,19961009,20070509,30471,LMP26884,4,Right of Way,Registered,1996
3750,19871002,20070509,27506,75696,4,Right of Way,Registered,1987
3751,19850801,20070509,25101,49550,4,Right of Way,,
3752,19980618,20070509,30754,LMP31376,4,Right of Way,Registered,1998
3753,20000310,20070509,30314,LMP24489,4,Right of Way,Registered,1998
3754,19860619,20070509,26073,61110,4,Right of Way,Registered,1981
3755,19860123,20070509,25455,54127,4,Right of Way,Registered,1978
3756,19980812,20070509,29673,LMP13622,4,Right of Way,Registered,1993
3757,19860129,20070509,27014,70778,4,Right of Way,Registered,1986
3758,20000427,20080304,29266,LMP00254,4,Right of Way,Registered,1991
3759,19860602,20070509,26386,64173,4,Right of Way,Registered,1982
3760,19900615,20070509,28569,85193,4,Right of Way,Registered,1990
3761,20051121,20070509,3271,BCP18618,4,Right of Way,Registered,2005
3762,20000406,20070509,31549,LMP42302,4,Right of Way,Registered,1999
3763,20010419,20070509,31298,LMP39427,4,Right of Way,Registered,1998
3764,20030915,20070509,5264,BCP06763,4,Right of Way,Registered,2003
3765,20050121,20070509,5711,BCP10821,4,Right of Way,Registered,2004
3766,19860218,20070509,26208,62446,4,Right of Way,Registered,1982
3767,19990826,20070509,32562,LMP9377,4,Right of Way,Registered,1993
3768,20000217,20070509,31083,LMP36140,4,Right of Way,Registered,1998
3769,20041026,20070509,6308,BCP13620,4,Right of Way,Registered,2004
3770,19860122,20070509,24852,46109,4,Right of Way,Registered,1974
3771,19891212,20070509,28100,81231,4,Right of Way,Registered,1989
3772,19860211,20070509,26174,62098,4,Right of Way,Registered,1981
3773,19860113,20070509,24602,42336,4,Right of Way,Registered,1972
3774,19911120,20070509,29793,LMP1546,4,Right of Way,Registered,1991
3775,20020510,20070509,559,LMP53644,4,Right of Way,Registered,2002
3776,19860703,20070509,27770,7811,4,Right of Way,Registered,1936
3777,20000914,20070509,31360,LMP40306,4,Right of Way,Registered,1999
3778,20021015,20070509,1851,LMP53809,4,Right of Way,Registered,2002
3779,19860617,20070509,25609,55856,4,Right of Way,Registered,1979
3780,19920130,20070509,29888,LMP1694,4,Right of Way,Registered,1991
3781,20010409,20070509,30226,LMP22742,4,Right of Way,Registered,1995
3782,19860423,20070509,23817,22759,4,Right of Way,Registered,1961
3783,20040510,20070509,1683,BCP11406,4,Right of Way,Registered,2004
3784,19950314,20070509,29815,LMP15826,4,Right of Way,Registered,1994
3785,19860423,20070509,26238,62694,4,Right of Way,Registered,1981
3786,19930415,20070509,24415,38556,4,Right of Way,Initiated,
